admin_dong_code,sgg_nm,admin_dong_name,duvi_year,store_adm_code,store_시도명,store_자치구,store_행정동,store_연도,store_총 업소수,store_과학·기술 수,store_교육 수,store_보건의료 수,store_부동산 수,store_소매 수,store_수리·개인 수,store_숙박 수,store_시설관리·임대 수,store_예술·스포츠 수,store_음식 수,store_source_year,store_is_latest_substitute,population_adm_cd,population_adm_nm,population_year,population_population,population_pop_change_yoy,population_pop_change_base,population_pop_index,population_decline_level,population_source_year,population_is_latest_substitute,housing_type,housing_type_ko,housing_lawd_cd,housing_umd_nm,housing_year,housing_partial_year,housing_annual_total_rent_count,housing_annual_jeonse_count,housing_annual_trade_count,housing_annual_median_jeonse_deposit,housing_annual_avg_jeonse_deposit,housing_annual_median_trade_price,housing_annual_avg_trade_price,housing_jeonse_to_trade_ratio,housing_jeonse_ratio_level,housing_ratio_available,housing_rent_count_base,housing_jeonse_count_base,housing_jeonse_deposit_base,housing_trade_count_base,housing_trade_price_base,housing_rent_avg_building_age,housing_trade_avg_building_age,housing_combined_avg_building_age,housing_admin_match_source,housing_admin_match_address,housing_admin_match_lat,housing_admin_match_lon,housing_source_year,housing_is_latest_substitute,life_childcare_count,life_kindergarten_count,life_elementary_school_count,life_middle_school_count,life_high_school_count,life_school_count,life_education_facility_count,life_childcare_education_facility_count,life_hospital_count,life_emergency_medical_count,life_public_health_count,life_medical_facility_count,life_library_count,life_public_library_count,life_culture_facility_count,life_social_welfare_count,life_welfare_facility_count,life_elderly_welfare_count,life_child_welfare_count,life_disabled_welfare_count,life_mental_welfare_count,life_family_welfare_count,life_homeless_welfare_count,life_facility_count,life_safety_facility_included,life_safety_facility_note,life_childcare_education_score,life_medical_score,life_culture_score,life_welfare_score,life_childcare_education_ratio,life_medical_ratio,life_culture_ratio,life_welfare_ratio,life_facility_score,life_facility_grade,life_facility_grade_label,life_source_period,life_is_static_supplement,bus_stop_count,bus_row_count,bus_ride_count_sum,bus_alight_count_sum,bus_total_flow_count,bus_ride_minus_alight_sum,bus_alight_minus_ride_sum,bus_abs_imbalance_sum,bus_ride_ratio,bus_alight_ratio,bus_net_outflow_ratio,bus_net_flow_type,bus_observed_days_mean,bus_raw_row_count_sum,bus_ride_more_stop_count,bus_alight_more_stop_count,bus_balanced_stop_count,bus_data_start_date,bus_data_end_date,bus_data_year,bus_data_note,bus_source_period,bus_is_static_supplement,subway_station_count,subway_row_count,subway_ride_count_sum,subway_alight_count_sum,subway_total_flow_count,subway_net_inflow_sum,subway_abs_net_inflow_sum,subway_observed_days_mean,subway_net_inflow_station_count,subway_net_outflow_station_count,subway_balanced_station_count,subway_net_inflow_ratio,subway_data_start_date,subway_data_end_date,subway_data_year,subway_data_note,subway_source_period,subway_is_static_supplement,sdot_sensor_count,sdot_row_count,sdot_visitor_sum,sdot_visitor_daily_avg_mean,sdot_visitor_daily_avg_median,sdot_zscore_value_mean,sdot_zscore_value_max,sdot_observed_records_sum,sdot_observed_days_mean,sdot_visitor_min,sdot_visitor_max,sdot_data_start_date,sdot_data_end_date,sdot_data_year,sdot_data_note,sdot_source_period,sdot_is_static_supplement,energy_complex_count,energy_row_count,energy_observed_months_mean,energy_observed_months_median,energy_hheat_period_avg_mean,energy_hheat_period_avg_median,energy_hwaterHot_period_avg_mean,energy_hwaterHot_period_avg_median,energy_hgas_period_avg_mean,energy_hgas_period_avg_median,energy_helect_period_avg_mean,energy_helect_period_avg_median,energy_hwaterCool_period_avg_mean,energy_hwaterCool_period_avg_median,energy_heat_cost_period_avg_mean,energy_heat_cost_period_avg_median,energy_waterHot_cost_period_avg_mean,energy_waterHot_cost_period_avg_median,energy_gas_cost_period_avg_mean,energy_gas_cost_period_avg_median,energy_elect_cost_period_avg_mean,energy_elect_cost_period_avg_median,energy_waterCool_cost_period_avg_mean,energy_waterCool_cost_period_avg_median,energy_total_cost_period_avg_mean,energy_total_cost_period_avg_median,energy_data_start_month,energy_data_end_month,energy_data_year,energy_data_note,energy_source_period,energy_is_static_supplement,duvi_year_rule,living_유입_생활인구,living_순유입_생활인구,living_population_match_status,living_population_missing_reason,score__store_총 업소수,score__store_음식 수,score__store_소매 수,score__store_예술·스포츠 수,score__store_숙박 수,domain_score__상권,domain_variable_count__상권,score__population_population,score__population_pop_change_yoy,score__population_pop_change_base,score__population_pop_index,score__population_decline_level,domain_score__인구,domain_variable_count__인구,score__housing_annual_trade_count,score__housing_annual_total_rent_count,score__housing_jeonse_to_trade_ratio,score__housing_combined_avg_building_age,domain_score__주택시장_주거위험,domain_variable_count__주택시장_주거위험,score__life_facility_score,domain_score__생활시설,domain_variable_count__생활시설,score__bus_total_flow_count,domain_score__버스교통,domain_variable_count__버스교통,score__subway_total_flow_count,domain_score__지하철교통,domain_variable_count__지하철교통,score__sdot_visitor_daily_avg_mean,domain_score__SDOT유동,domain_variable_count__SDOT유동,score__energy_helect_period_avg_mean,score__energy_total_cost_period_avg_mean,domain_score__에너지,domain_variable_count__에너지,score__living_유입_생활인구,score__living_순유입_생활인구,domain_score__생활인구,domain_variable_count__생활인구,duvi_score,duvi_domain_count_used,duvi_variable_count_used,duvi_grade,duvi_grade_label
11230680,강남구,개포1동,2024,11230680.0,서울특별시,강남구,개포1동,2024.0,100.0,10.0,14.0,1.0,27.0,26.0,10.0,0.0,2.0,0.0,10.0,2024,N,11230680.0,개포1동,2024.0,24414,283.93,303.34,403.34,,2024,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,0,4,6,11,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,36.03,0.82,28.52,2.11,78.57,21.43,0.0,0.0,16.87,5.0,매우 부족,latest/static 생활시설,Y,1,1,100322,41330,141652,58992,-58992,58992,70.82,29.18,41.65,ride_more_than_alight,61.0,61,1,0,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,5440073.71,-38530.83000000008,matched,,0.4044,0.2457,0.282,0.0,0.0,0.1864,5,47.1037,100.0,100.0,100.0,,86.7759,4,,,,,,0,7.2813,7.2813,1,0.5114,0.5114,1,0.0,0.0,1,,,0,,,,0,12.6296,26.075,19.3523,2,19.0179,6,14,5,다소 낮음
11230710,강남구,개포4동,2024,11230710.0,서울특별시,강남구,개포4동,2024.0,1516.0,442.0,124.0,36.0,79.0,287.0,153.0,8.0,100.0,52.0,235.0,2024,N,11230710.0,개포4동,2024.0,21909,-1.25,12.6,112.6,,2024,N,apartment,아파트,11680.0,개포동,2024.0,false,6090.0,3138.0,784.0,37755.0,41224.1375,372206.25,371295.5725,48.017500000000005,보통,true,40.529999999999994,-1.8599999999999977,10.8475,706.21,61.38,22.07,24.5575,23.3125,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강남구 개포동,37.48089755367795,127.05304581271908,2024.0,N,8,2,2,0,1,3,5,13,47,0,0,47,0,0,0,11,11,6,2,1,0,0,0,71,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,50.47,63.03,28.52,75.82,18.31,66.2,0.0,15.49,54.46,2.0,풍부,latest/static 생활시설,Y,4,4,23198,25703,48901,-2505,2505,8473,47.44,52.56,-5.12,alight_more_than_ride,61.0,366,1,3,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,3621400.44,-2295.3599999998696,matched,,10.6312,8.1432,10.7977,14.0921,2.2923,9.1913,5,42.2668,11.1699,27.6874,27.6874,,27.2029,4,32.3237,34.216,67.0596,70.7126,51.078,4,51.7139,51.7139,1,0.1766,0.1766,1,0.0,0.0,1,,,0,,,,0,7.8336,30.8268,19.3302,2,22.6704,7,18,3,다소 높음
11230720,강남구,일원본동,2024,11230720.0,서울특별시,강남구,일원본동,2024.0,286.0,15.0,51.0,15.0,26.0,70.0,32.0,0.0,8.0,16.0,53.0,2024,N,11230720.0,일원본동,2024.0,21296,-1.43,-5.93,94.07,,2024,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,1,2,5,8,14,22,1,0,22,1,1,1,4,4,0,2,0,0,0,0,41,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,57.63,25.82,75.59,29.11,34.15,53.66,2.44,9.76,47.04,3.0,보통,latest/static 생활시설,Y,16,16,538519,544249,1082768,-5730,5730,267160,49.74,50.26,-0.53,alight_more_than_ride,61.0,3326,8,8,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,2,2,1364984,1306257,2671241,-58727,58727,61.0,0,2,0,-2.2,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,5787014.11,6600.490000000224,matched,,1.7478,1.755,2.0548,4.336,0.0,1.9787,5,41.0832,11.1139,23.0786,23.0786,,24.5886,4,,,,,,0,42.9433,42.9433,1,3.9094,3.9094,1,14.3425,14.3425,1,,,0,,,,0,13.5445,31.9934,22.7689,2,18.4219,6,14,5,다소 낮음
11230730,강남구,일원1동,2024,11230730.0,서울특별시,강남구,일원1동,2024.0,771.0,109.0,77.0,36.0,34.0,132.0,94.0,13.0,33.0,54.0,189.0,2024,N,11230730.0,일원1동,2024.0,13810,-1.78,-8.25,91.75,,2024,N,apartment,아파트,11680.0,일원동,2024.0,false,2389.0,1287.0,352.0,42958.333333333336,48899.56,230250.0,223512.53000000003,27.52666666666667,보통,true,-29.18,-13.35,7.6866666666666665,830.1500000000001,1.0266666666666668,25.75666666666667,24.599999999999998,25.179999999999996,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강남구 일원동,37.49394605735314,127.08468836414586,2024.0,N,5,2,2,0,1,3,5,10,35,0,0,35,0,0,0,6,6,3,1,1,0,0,0,51,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,30.05,43.31,28.52,44.6,19.61,68.63,0.0,11.76,36.62,4.0,부족,latest/static 생활시설,Y,12,12,255773,197978,453751,57795,-57795,163617,56.37,43.63,12.74,ride_more_than_alight,61.0,1500,8,4,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,2494843.02,-5240.779999999795,matched,,5.2506,6.5286,4.5528,14.6341,3.7249,6.9382,5,26.6287,11.0049,22.5016,22.5016,,20.6592,4,14.3983,13.3194,86.6312,66.3978,45.1867,4,30.6265,30.6265,1,1.6383,1.6383,1,0.0,0.0,1,,,0,,,,0,4.8627,30.4405,17.6516,2,17.5286,7,18,5,다소 낮음
11230750,강남구,수서동,2024,11230750.0,서울특별시,강남구,수서동,2024.0,1035.0,279.0,51.0,42.0,50.0,279.0,48.0,3.0,62.0,18.0,203.0,2024,N,11230750.0,수서동,2024.0,13110,-2.64,-10.31,89.69,,2024,N,apartment,아파트,11680.0,수서동,2024.0,false,1388.0,869.0,330.0,39475.0,44447.243333333325,79012.5,88319.88,53.150000000000006,보통,true,-10.41,10.120000000000001,-1.663333333333333,721.43,8.08,27.936666666666667,26.494999999999997,27.820000000000004,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강남구 수서동,37.48870189431322,127.1050432840072,2024.0,N,6,4,1,1,2,4,8,14,42,0,1,43,0,0,0,11,11,2,0,7,0,0,0,68,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,57.63,57.51,28.52,75.82,20.59,63.24,0.0,16.18,54.87,2.0,풍부,latest/static 생활시설,Y,42,42,1216218,1010376,2226594,205842,-205842,546826,54.62,45.38,9.24,ride_more_than_alight,61.0,10159,20,22,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,1,1,2285980,2314644,4600624,28664,28664,61.0,1,0,0,0.62,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,1,1,82744,2298.4444,2298.4444,-0.9971,-0.9971,5100,36.0,0.0,93.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,7268693.92,-7920.30999999959,matched,,7.1573,7.02,10.4754,4.878,0.8596,6.0781,5,25.2771,10.737,21.9893,21.9893,,19.9981,4,13.4855,7.6676,62.1573,60.2981,35.9021,4,52.1986,52.1986,1,8.0393,8.0393,1,24.7018,24.7018,1,4.299,4.299,1,,,,0,17.4519,30.0891,23.7705,2,21.8734,8,19,4,보통
11230760,강남구,세곡동,2024,11230760.0,서울특별시,강남구,세곡동,2024.0,1140.0,259.0,136.0,35.0,70.0,212.0,113.0,2.0,63.0,32.0,218.0,2024,N,11230760.0,세곡동,2024.0,44779,1.71,3.92,103.92,,2024,N,apartment,아파트,11680.0,세곡동,2024.0,false,4435.0,1863.0,395.0,51316.083333333336,50394.449166666665,221331.6,226041.15600000002,48.838,보통,true,203.70999999999998,-213.10000000000002,8.741818181818182,10910.57,-5.029999999999999,13.562500000000002,14.922999999999998,13.666666666666666,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강남구 세곡동,37.47080439886544,127.1027659256231,2024.0,N,25,6,4,1,1,6,12,37,39,0,1,40,2,2,2,21,21,8,3,10,0,0,0,100,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,97.89,52.0,96.71,94.95,37.0,40.0,2.0,21.0,85.39,1.0,매우 풍부,latest/static 생활시설,Y,63,63,1297775,1062289,2360064,235486,-235486,847450,54.99,45.01,9.98,ride_more_than_alight,61.0,11476,34,29,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,7934225.41,-35698.96999999974,matched,,7.9156,7.5465,7.776,8.6721,0.5731,6.4967,5,86.426,12.092,25.5285,25.5285,,37.3937,4,16.1826,24.8715,66.2759,92.9992,50.0823,4,88.2742,88.2742,1,8.5213,8.5213,1,0.0,0.0,1,,,0,,,,0,19.207,26.4463,22.8266,2,30.5135,7,18,1,매우 높음
11230770,강남구,압구정동,2024,11230770.0,서울특별시,강남구,압구정동,2024.0,4395.0,724.0,444.0,353.0,106.0,923.0,464.0,16.0,106.0,118.0,1141.0,2024,N,11230770.0,압구정동,2024.0,23188,-0.33,-7.16,92.84,,2024,N,apartment,아파트,11680.0,신사동,2024.0,false,1965.0,1010.0,407.0,43046.5,47620.686,354888.5,412915.37,42.784,보통,true,-184.11,-190.37,-4.072,747.62,-7.056,28.034,34.832,31.434000000000005,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강남구 신사동,37.52223849129688,127.02957160687065,2024.0,N,5,1,1,2,1,4,5,10,411,0,0,411,0,0,0,8,8,3,0,5,0,0,0,429,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,30.05,99.3,28.52,57.28,2.33,95.8,0.0,1.86,53.79,3.0,보통,latest/static 생활시설,Y,10,10,947054,813033,1760087,134021,-134021,313699,53.81,46.19,7.61,ride_more_than_alight,61.0,6985,8,2,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,2,2,3038599,3250095,6288694,211496,211496,61.0,2,0,0,3.36,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,1,1,159832,4439.7778,4439.7778,-0.7333,-0.7333,5095,36.0,0.0,128.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,13940052.59,206661.26999999955,matched,,31.4242,39.9438,36.4222,31.9783,4.5845,28.8706,5,44.7364,11.4565,22.7727,22.7727,,25.4346,4,16.6805,10.9254,72.0583,51.9479,37.903,4,50.922,50.922,1,6.355,6.355,1,33.7654,33.7654,1,8.3041,8.3041,1,,,,0,35.045,58.2287,46.6368,2,29.7739,8,19,1,매우 높음
11230780,강남구,청담동,2024,11230780.0,서울특별시,강남구,청담동,2024.0,4859.0,1169.0,366.0,287.0,226.0,995.0,572.0,14.0,258.0,108.0,864.0,2024,N,11230780.0,청담동,2024.0,22333,-2.49,-10.86,89.14,,2024,N,apartment,아파트,11680.0,청담동,2024.0,false,1470.0,628.0,298.0,43693.75,50147.7475,310576.875,363506.47750000004,24.03,보통,true,-82.53999999999999,-127.63999999999999,-2.6325000000000003,521.22,31.9225,25.44,30.177500000000002,27.81,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강남구 청담동,37.52299041753568,127.052258374192,2024.0,N,7,3,2,1,1,4,7,14,350,0,0,350,2,2,2,4,4,1,1,2,0,0,0,370,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,57.63,98.83,96.71,29.11,3.78,94.59,0.54,1.08,70.57,1.0,매우 풍부,latest/static 생활시설,Y,45,45,1725585,1641425,3367010,84160,-84160,1082492,51.25,48.75,2.5,ride_more_than_alight,61.0,16862,23,22,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,11619633.5,97100.25999999978,matched,,34.7754,30.2211,39.3231,29.2683,4.0115,27.5199,5,43.0855,10.7837,21.8525,21.8525,,24.3935,4,12.1577,8.1305,89.971,60.3212,42.6451,4,70.7565,70.7565,1,12.1569,12.1569,1,0.0,0.0,1,,,0,,,,0,28.9258,43.8612,36.3935,2,30.5522,7,18,1,매우 높음
11230790,강남구,대치2동,2024,11230790.0,서울특별시,강남구,대치2동,2024.0,3386.0,1112.0,508.0,80.0,174.0,463.0,158.0,25.0,198.0,109.0,559.0,2024,N,11230790.0,대치2동,2024.0,36013,0.92,1.72,101.72,,2024,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,2,1,5,6,17,101,0,0,101,2,2,2,2,2,2,0,0,0,0,0,122,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,71.71,90.85,96.71,12.79,13.93,82.79,1.64,1.64,68.02,1.0,매우 풍부,latest/static 생활시설,Y,6,6,116271,162128,278399,-45857,45857,67467,41.76,58.24,-16.47,alight_more_than_ride,61.0,1387,2,4,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,1,1,18,4.5,4.5,-1.2797,-1.2797,14,4.0,1.0,3.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,13941226.0,165066.31000000052,matched,,24.1369,19.5156,17.8888,29.5393,7.1633,19.6488,5,69.4999,11.8459,24.9813,24.9813,,32.8271,4,,,,,,0,67.7423,67.7423,1,1.0052,1.0052,1,0.0,0.0,1,0.0084,0.0084,1,,,,0,35.0481,52.7741,43.9111,2,23.5918,7,15,3,다소 높음
11230800,강남구,개포2동,2024,11230800.0,서울특별시,강남구,개포2동,2024.0,831.0,70.0,154.0,55.0,135.0,127.0,75.0,4.0,18.0,33.0,160.0,2024,N,11230800.0,개포2동,2024.0,40344,2.84,91.5,191.5,,2024,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,4,1,3,8,12,20,67,0,0,67,2,2,2,3,3,2,1,0,0,0,0,92,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,82.63,77.23,96.71,20.54,21.74,72.83,2.17,3.26,69.28,1.0,매우 풍부,latest/static 생활시설,Y,6,6,38160,88111,126271,-49951,49951,49951,30.22,69.78,-39.56,alight_more_than_ride,60.83,780,0,6,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,3,3,853801,839124,1692925,-14677,30057,61.0,1,2,0,-0.87,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,2,2,1272822,17678.0833,17678.0833,0.8976,0.9869,6177,36.0,0.0,509.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,5805173.38,-45368.83000000008,matched,,5.684,5.5107,4.3513,8.9431,1.1461,5.127,5,77.8625,12.4439,47.3113,47.3113,,46.2323,4,,,,,,0,69.2317,69.2317,1,0.4559,0.4559,1,9.0897,9.0897,1,33.0648,33.0648,1,,,,0,13.5924,25.1783,19.3853,2,26.0838,7,15,2,높음
11250530,강동구,명일1동,2024,11250530.0,서울특별시,강동구,명일1동,2024.0,1321.0,57.0,156.0,78.0,55.0,319.0,155.0,17.0,42.0,86.0,356.0,2024,N,11250530.0,명일1동,2024.0,23903,-1.19,-5.17,94.83,,2024,N,apartment,아파트,11740.0,명일동,2024.0,false,2486.0,1421.0,569.0,24981.25,27527.4975,101337.5,97978.7225,50.68,보통,true,10.43,-1.9199999999999946,-5.015,1336.88,-0.935,20.855,21.2125,21.034999999999997,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강동구 명일동,37.553459374075615,127.1426098838725,2024.0,N,10,1,1,0,0,1,2,12,93,0,0,93,1,1,1,5,5,2,0,2,0,1,0,111,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,43.19,88.97,75.59,36.62,10.81,83.78,0.9,4.5,61.09,2.0,풍부,latest/static 생활시설,Y,1,1,99,11567,11666,-11468,11468,11468,0.85,99.15,-98.3,alight_more_than_ride,61.0,122,0,1,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,6618566.83,-46448.59999999963,matched,,9.2229,12.3903,12.087,23.3062,4.8711,12.3755,5,46.117,11.1886,23.2677,23.2677,,25.9602,4,23.4025,13.8671,64.5165,75.9747,44.4402,4,59.5508,59.5508,1,0.0421,0.0421,1,0.0,0.0,1,,,0,,,,0,15.7374,25.0367,20.387,2,23.2509,7,18,3,다소 높음
