admin_dong_code,sgg_nm,admin_dong_name,duvi_year,store_adm_code,store_시도명,store_자치구,store_행정동,store_연도,store_총 업소수,store_과학·기술 수,store_교육 수,store_보건의료 수,store_부동산 수,store_소매 수,store_수리·개인 수,store_숙박 수,store_시설관리·임대 수,store_예술·스포츠 수,store_음식 수,store_source_year,store_is_latest_substitute,population_adm_cd,population_adm_nm,population_year,population_population,population_pop_change_yoy,population_pop_change_base,population_pop_index,population_decline_level,population_source_year,population_is_latest_substitute,housing_type,housing_type_ko,housing_lawd_cd,housing_umd_nm,housing_year,housing_partial_year,housing_annual_total_rent_count,housing_annual_jeonse_count,housing_annual_trade_count,housing_annual_median_jeonse_deposit,housing_annual_avg_jeonse_deposit,housing_annual_median_trade_price,housing_annual_avg_trade_price,housing_jeonse_to_trade_ratio,housing_jeonse_ratio_level,housing_ratio_available,housing_rent_count_base,housing_jeonse_count_base,housing_jeonse_deposit_base,housing_trade_count_base,housing_trade_price_base,housing_rent_avg_building_age,housing_trade_avg_building_age,housing_combined_avg_building_age,housing_admin_match_source,housing_admin_match_address,housing_admin_match_lat,housing_admin_match_lon,housing_source_year,housing_is_latest_substitute,life_childcare_count,life_kindergarten_count,life_elementary_school_count,life_middle_school_count,life_high_school_count,life_school_count,life_education_facility_count,life_childcare_education_facility_count,life_hospital_count,life_emergency_medical_count,life_public_health_count,life_medical_facility_count,life_library_count,life_public_library_count,life_culture_facility_count,life_social_welfare_count,life_welfare_facility_count,life_elderly_welfare_count,life_child_welfare_count,life_disabled_welfare_count,life_mental_welfare_count,life_family_welfare_count,life_homeless_welfare_count,life_facility_count,life_safety_facility_included,life_safety_facility_note,life_childcare_education_score,life_medical_score,life_culture_score,life_welfare_score,life_childcare_education_ratio,life_medical_ratio,life_culture_ratio,life_welfare_ratio,life_facility_score,life_facility_grade,life_facility_grade_label,life_source_period,life_is_static_supplement,bus_stop_count,bus_row_count,bus_ride_count_sum,bus_alight_count_sum,bus_total_flow_count,bus_ride_minus_alight_sum,bus_alight_minus_ride_sum,bus_abs_imbalance_sum,bus_ride_ratio,bus_alight_ratio,bus_net_outflow_ratio,bus_net_flow_type,bus_observed_days_mean,bus_raw_row_count_sum,bus_ride_more_stop_count,bus_alight_more_stop_count,bus_balanced_stop_count,bus_data_start_date,bus_data_end_date,bus_data_year,bus_data_note,bus_source_period,bus_is_static_supplement,subway_station_count,subway_row_count,subway_ride_count_sum,subway_alight_count_sum,subway_total_flow_count,subway_net_inflow_sum,subway_abs_net_inflow_sum,subway_observed_days_mean,subway_net_inflow_station_count,subway_net_outflow_station_count,subway_balanced_station_count,subway_net_inflow_ratio,subway_data_start_date,subway_data_end_date,subway_data_year,subway_data_note,subway_source_period,subway_is_static_supplement,sdot_sensor_count,sdot_row_count,sdot_visitor_sum,sdot_visitor_daily_avg_mean,sdot_visitor_daily_avg_median,sdot_zscore_value_mean,sdot_zscore_value_max,sdot_observed_records_sum,sdot_observed_days_mean,sdot_visitor_min,sdot_visitor_max,sdot_data_start_date,sdot_data_end_date,sdot_data_year,sdot_data_note,sdot_source_period,sdot_is_static_supplement,energy_complex_count,energy_row_count,energy_observed_months_mean,energy_observed_months_median,energy_hheat_period_avg_mean,energy_hheat_period_avg_median,energy_hwaterHot_period_avg_mean,energy_hwaterHot_period_avg_median,energy_hgas_period_avg_mean,energy_hgas_period_avg_median,energy_helect_period_avg_mean,energy_helect_period_avg_median,energy_hwaterCool_period_avg_mean,energy_hwaterCool_period_avg_median,energy_heat_cost_period_avg_mean,energy_heat_cost_period_avg_median,energy_waterHot_cost_period_avg_mean,energy_waterHot_cost_period_avg_median,energy_gas_cost_period_avg_mean,energy_gas_cost_period_avg_median,energy_elect_cost_period_avg_mean,energy_elect_cost_period_avg_median,energy_waterCool_cost_period_avg_mean,energy_waterCool_cost_period_avg_median,energy_total_cost_period_avg_mean,energy_total_cost_period_avg_median,energy_data_start_month,energy_data_end_month,energy_data_year,energy_data_note,energy_source_period,energy_is_static_supplement,duvi_year_rule,living_유입_생활인구,living_순유입_생활인구,living_population_match_status,living_population_missing_reason,score__store_총 업소수,score__store_음식 수,score__store_소매 수,score__store_예술·스포츠 수,score__store_숙박 수,domain_score__상권,domain_variable_count__상권,score__population_population,score__population_pop_change_yoy,score__population_pop_change_base,score__population_pop_index,score__population_decline_level,domain_score__인구,domain_variable_count__인구,score__housing_annual_trade_count,score__housing_annual_total_rent_count,score__housing_jeonse_to_trade_ratio,score__housing_combined_avg_building_age,domain_score__주택시장_주거위험,domain_variable_count__주택시장_주거위험,score__life_facility_score,domain_score__생활시설,domain_variable_count__생활시설,score__bus_total_flow_count,domain_score__버스교통,domain_variable_count__버스교통,score__subway_total_flow_count,domain_score__지하철교통,domain_variable_count__지하철교통,score__sdot_visitor_daily_avg_mean,domain_score__SDOT유동,domain_variable_count__SDOT유동,score__energy_helect_period_avg_mean,score__energy_total_cost_period_avg_mean,domain_score__에너지,domain_variable_count__에너지,score__living_유입_생활인구,score__living_순유입_생활인구,domain_score__생활인구,domain_variable_count__생활인구,duvi_score,duvi_domain_count_used,duvi_variable_count_used,duvi_grade,duvi_grade_label
11160710,강서구,방화2동,2022,11160710.0,서울특별시,강서구,방화2동,2022.0,1229.0,71.0,54.0,20.0,56.0,472.0,121.0,16.0,44.0,55.0,320.0,2022,N,11160710.0,방화2동,2022.0,22574,-0.65,1.57,101.57,,2022,N,row_house,연립다세대,11500.0,개화동,2022.0,false,37.0,22.0,7.0,16675.0,19331.25,140000.0,145453.33,13.04,결측,false,0.0,0.0,0.0,0.0,0.0,24.29,40.4,24.995,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강서구 개화동,37.58159344780329,126.7988958631224,2022.0,N,9,4,1,1,0,2,6,15,21,0,0,21,0,0,0,15,15,6,3,5,0,0,0,51,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,64.08,24.18,28.52,89.2,29.41,41.18,0.0,29.41,51.5,3.0,보통,latest/static 생활시설,Y,28,28,283149,288249,571398,-5100,5100,238350,49.55,50.45,-0.89,alight_more_than_ride,60.36,9243,17,11,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,2,2,537859,475942,1013801,-61917,61917,61.0,0,2,0,-6.11,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,7374426.439999999,98756.31999999937,matched,,9.2834,11.7234,18.4039,15.1515,6.6667,12.2458,5,42.1317,75.9933,65.4458,65.4458,,62.2542,4,0.0,0.0,100.0,56.3268,39.0817,4,48.2151,48.2151,1,2.0631,2.0631,1,5.4433,5.4433,1,,,0,,,,0,17.7307,44.0784,30.9045,2,28.6011,7,18,3,다소 높음
11160730,강서구,화곡1동,2022,11160730.0,서울특별시,강서구,화곡1동,2022.0,2103.0,100.0,115.0,88.0,124.0,436.0,272.0,59.0,67.0,149.0,693.0,2022,N,11160730.0,화곡1동,2022.0,51229,-0.07,-1.18,98.82,,2022,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,2,1,0,3,6,18,92,1,1,93,0,0,0,13,13,11,2,0,0,0,0,124,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,75.12,88.97,28.52,84.39,14.52,75.0,0.0,10.48,69.25,1.0,매우 풍부,latest/static 생활시설,Y,30,30,1213309,1246777,2460086,-33468,33468,550784,49.32,50.68,-1.36,alight_more_than_ride,61.0,7901,15,15,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,2,2,1285322,17851.6944,17851.6944,0.919,1.0238,5918,36.0,0.0,465.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,6988864.5,-37508.24000000022,matched,,16.1361,25.5178,16.9381,41.0468,24.5833,24.8444,5,95.7055,76.4588,63.6441,63.6441,,74.8631,4,,,,,,0,69.1962,69.1962,1,8.8824,8.8824,1,0.0,0.0,1,33.3896,33.3896,1,,,,0,16.7139,26.2091,21.4615,2,33.2339,7,15,2,높음
11160740,강서구,우장산동,2022,11160740.0,서울특별시,강서구,우장산동,2022.0,1109.0,56.0,211.0,52.0,77.0,214.0,166.0,7.0,23.0,63.0,240.0,2022,N,11160740.0,우장산동,2022.0,40959,-1.42,-2.9,97.1,,2022,N,apartment,아파트,11500.0,내발산동,2022.0,false,2648.0,1507.0,209.0,27293.75,25815.197499999995,89150.0,87071.73,51.723333333333336,보통,true,0.0,0.0,0.0,0.0,0.0,19.997500000000002,27.593333333333334,22.4075,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강서구 내발산동,37.557496259930616,126.84319773381864,2022.0,N,15,5,2,0,0,2,7,22,75,0,0,75,1,1,1,10,10,5,1,3,0,1,0,108,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,87.56,82.28,75.59,68.9,20.37,69.44,0.93,9.26,78.58,1.0,매우 풍부,latest/static 생활시설,Y,38,38,1156428,1117941,2274369,38487,-38487,566957,50.85,49.15,1.69,ride_more_than_alight,61.0,11676,15,23,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,3,3,4462299,4282555,8744854,-179744,179744,61.0,0,3,0,-2.06,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,6601603.77,-26671.180000000637,matched,,8.3425,8.7648,7.899,17.3554,2.9167,9.0557,5,76.5046,75.3752,62.5172,62.5172,,69.2285,4,5.351,13.2102,66.043,65.5933,37.5494,4,80.2246,80.2246,1,8.2118,8.2118,1,46.9531,46.9531,1,,,0,,,,0,15.6927,27.6302,21.6614,2,38.9835,7,18,1,매우 높음
11160751,강서구,가양1동,2022,11160751.0,서울특별시,강서구,가양1동,2022.0,4599.0,1026.0,219.0,110.0,292.0,575.0,452.0,6.0,325.0,148.0,1446.0,2022,N,11160751.0,가양1동,2022.0,33206,0.5,0.06,100.06,,2022,N,apartment,아파트,11500.0,가양동,2022.0,false,13735.0,8016.0,1273.0,23324.625,24299.486249999998,61090.625,64022.39625,70.12875,보통,true,0.0,0.0,0.0,0.0,0.0,18.065,22.433749999999996,20.25125,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강서구 가양동,37.565105057843226,126.83755988073304,2022.0,N,23,3,1,1,1,3,6,29,135,0,0,135,0,0,0,9,9,3,1,4,0,0,0,173,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,94.48,94.84,28.52,63.15,16.76,78.03,0.0,5.2,70.25,1.0,매우 풍부,latest/static 생활시설,Y,56,56,782569,902485,1685054,-119916,119916,513180,46.44,53.56,-7.12,alight_more_than_ride,60.96,11233,25,31,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,4,4,5036237,5039726,10075963,3489,111651,61.0,3,1,0,0.03,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,1,1,247891,6885.8611,6885.8611,-0.432,-0.432,5100,36.0,0.0,316.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,12482297.14,91770.3900000006,matched,,35.7064,53.3654,22.5977,40.7713,2.5,30.9882,5,62.0095,76.9163,64.4565,64.4565,,66.9597,4,33.5364,69.3043,49.8864,73.3153,56.5106,4,70.3783,70.3783,1,6.0841,6.0841,1,54.1001,54.1001,1,12.8792,12.8792,1,,,,0,31.2007,43.1623,37.1815,2,41.8852,8,19,1,매우 높음
11160761,강서구,방화3동,2022,11160761.0,서울특별시,강서구,방화3동,2022.0,375.0,31.0,39.0,14.0,22.0,81.0,50.0,2.0,12.0,15.0,109.0,2022,N,11160761.0,방화3동,2022.0,21572,-1.68,-4.33,95.67,,2022,N,apartment,아파트,11500.0,방화동,2022.0,false,3974.0,2242.0,568.0,17423.4375,19664.4525,51075.0,63058.135,66.515,보통,true,0.0,0.0,0.0,0.0,0.0,23.07,23.7325,23.4,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 강서구 방화동,37.57882120367195,126.81624296052848,2022.0,N,9,3,3,2,1,6,9,18,18,0,1,19,1,1,1,7,7,4,1,0,0,0,0,45,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,75.12,21.6,75.59,51.29,40.0,42.22,2.22,15.56,55.9,2.0,풍부,latest/static 생활시설,Y,22,22,145015,126896,271911,18119,-18119,178755,53.33,46.67,6.66,ride_more_than_alight,59.45,3639,11,11,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,1,1,447719,434199,881918,-13520,13520,61.0,0,1,0,-1.53,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,1,1,62125,1725.6944,1725.6944,-1.0677,-1.0677,5100,36.0,0.0,60.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,3138096.68,-15419.549999999814,matched,,2.5874,3.9201,2.4837,4.1322,0.8333,2.7914,5,40.2584,75.1665,61.5803,61.5803,,59.6464,4,14.8609,19.919,53.0586,62.0389,37.4694,4,53.4161,53.4161,1,0.9818,0.9818,1,4.7352,4.7352,1,3.2277,3.2277,1,,,,0,6.559,29.1057,17.8324,2,22.5125,8,19,5,다소 낮음
11210520,관악구,보라매동,2022,11210520.0,서울특별시,관악구,보라매동,2022.0,1073.0,90.0,73.0,29.0,46.0,343.0,113.0,1.0,23.0,39.0,316.0,2022,N,11210520.0,보라매동,2022.0,24078,-1.36,-1.92,98.08,,2022,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,3,4,12,29,0,1,30,0,0,0,11,11,7,3,1,0,0,0,53,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,43.19,39.2,28.52,75.82,22.64,56.6,0.0,20.75,46.68,3.0,보통,latest/static 생활시설,Y,26,26,502109,509792,1011901,-7683,7683,191715,49.62,50.38,-0.76,alight_more_than_ride,61.0,4033,11,15,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,3431193.52,-7334.040000000037,matched,,8.0602,11.5754,13.1515,10.7438,0.4167,8.7895,5,44.9436,75.4234,63.1593,63.1593,,61.6714,4,,,,,,0,42.5177,42.5177,1,3.6536,3.6536,1,0.0,0.0,1,,,0,,,,0,7.332,30.166,18.749,2,22.5635,6,14,5,다소 낮음
11210540,관악구,청림동,2022,11210540.0,서울특별시,관악구,청림동,2022.0,327.0,18.0,60.0,8.0,26.0,47.0,55.0,1.0,6.0,13.0,93.0,2022,N,11210540.0,청림동,2022.0,14417,-1.97,-4.46,95.54,,2022,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,0,0,0,0,3,17,10,0,0,10,1,1,1,3,3,2,0,0,0,0,0,31,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,71.71,6.57,75.59,20.54,54.84,32.26,3.23,9.68,43.6,4.0,부족,latest/static 생활시설,Y,7,7,146573,103299,249872,43274,-43274,115602,58.66,41.34,17.32,ride_more_than_alight,61.0,427,4,3,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,1118123.26,-17116.199999999953,matched,,2.2111,3.3284,1.0993,3.5813,0.4167,2.1274,5,26.8813,74.9338,61.4951,61.4951,,56.2013,4,,,,,,0,38.8771,38.8771,1,0.9022,0.9022,1,0.0,0.0,1,,,0,,,,0,1.2321,28.8832,15.0577,2,18.8609,6,14,7,매우 낮음
11210570,관악구,행운동,2022,11210570.0,서울특별시,관악구,행운동,2022.0,1278.0,127.0,113.0,52.0,91.0,288.0,172.0,14.0,38.0,61.0,322.0,2022,N,11210570.0,행운동,2022.0,29164,0.96,-0.58,99.42,,2022,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,2,2,1,5,10,17,64,1,0,64,0,0,0,8,8,6,2,0,0,0,0,89,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,71.71,75.47,28.52,57.28,19.1,71.91,0.0,8.99,58.25,2.0,풍부,latest/static 생활시설,Y,13,13,296383,346852,643235,-50469,50469,323849,46.08,53.92,-7.85,alight_more_than_ride,61.0,2173,5,8,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,4513185.71,-47707.04999999981,matched,,9.6676,11.7973,10.9121,16.8044,5.8333,11.0029,5,54.4525,77.2855,64.0372,64.0372,,64.9531,4,,,,,,0,56.1939,56.1939,1,2.3225,2.3225,1,0.0,0.0,1,,,0,,,,0,10.1853,24.8716,17.5285,2,25.3335,6,14,4,보통
11210580,관악구,낙성대동,2022,11210580.0,서울특별시,관악구,낙성대동,2022.0,1117.0,87.0,59.0,39.0,45.0,143.0,104.0,24.0,25.0,57.0,534.0,2022,N,11210580.0,낙성대동,2022.0,23348,1.74,8.29,108.29,,2022,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,0,0,1,1,7,51,1,0,51,0,0,0,1,1,0,0,1,0,0,0,59,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,14.32,66.78,28.52,7.04,11.86,86.44,0.0,1.69,29.17,5.0,매우 부족,latest/static 생활시설,Y,53,53,2070685,2170519,4241204,-99834,99834,1337550,48.82,51.18,-2.35,alight_more_than_ride,61.0,12649,26,27,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,1,1,259357,7204.3611,7204.3611,-0.3927,-0.3927,5100,36.0,0.0,195.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,6224155.67,6514.849999999628,matched,,8.4052,19.6376,5.0081,15.7025,10.0,11.7507,5,43.5788,77.9115,69.8487,69.8487,,65.2969,4,,,,,,0,21.8203,21.8203,1,15.3133,15.3133,1,0.0,0.0,1,13.4749,13.4749,1,,,,0,14.6973,31.9821,23.3397,2,21.5708,7,15,6,낮음
11210610,관악구,중앙동,2022,11210610.0,서울특별시,관악구,중앙동,2022.0,808.0,69.0,71.0,56.0,54.0,142.0,108.0,5.0,15.0,43.0,245.0,2022,N,11210610.0,중앙동,2022.0,15424,1.27,-0.01,99.99,,2022,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,1,2,4,73,0,0,73,0,0,0,6,6,4,1,0,0,0,0,83,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,3.87,81.22,28.52,44.6,4.82,87.95,0.0,7.23,39.55,4.0,부족,latest/static 생활시설,Y,8,8,261816,316896,578712,-55080,55080,128214,45.24,54.76,-9.52,alight_more_than_ride,61.0,1385,5,3,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,2642029.42,-37230.24000000022,matched,,5.9824,8.9497,4.9674,11.8457,2.0833,6.7657,5,28.764,77.5343,64.4107,64.4107,,58.7799,4,,,,,,0,34.0898,34.0898,1,2.0895,2.0895,1,0.0,0.0,1,,,0,,,,0,5.2509,26.2455,15.7482,2,19.5789,6,14,7,매우 낮음
11210620,관악구,인헌동,2022,11210620.0,서울특별시,관악구,인헌동,2022.0,885.0,81.0,68.0,46.0,53.0,227.0,113.0,4.0,24.0,44.0,225.0,2022,N,11210620.0,인헌동,2022.0,25448,-0.05,-1.38,98.62,,2022,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,1,1,2,4,12,48,0,0,48,0,0,0,3,3,2,1,0,0,0,0,63,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,43.19,64.2,28.52,20.54,19.05,76.19,0.0,4.76,39.11,4.0,부족,latest/static 생활시설,Y,25,25,657055,618780,1275835,38275,-38275,714943,51.5,48.5,3.0,ride_more_than_alight,61.0,3258,14,11,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터가 있는 지표 중심 + 단년/최신 기반 고정지표는 보조지표,4396179.53,-65603.83999999985,matched,,6.5862,8.2101,8.4283,12.1212,1.6667,7.4025,5,47.505,76.4748,63.5131,63.5131,,62.7515,4,,,,,,0,33.5697,33.5697,1,4.6065,4.6065,1,0.0,0.0,1,,,0,,,,0,9.8767,22.5247,16.2007,2,20.7552,6,14,6,낮음
